"","X","X.1","X.2","par1","par2","par3","id","lambda","beta","tau"
"192","cv",8,107.074539954558,0.0121168534592676,4.99999949115347,4.93836658032202,24,1.01219055992412,148.413083583075,139.542132440191
"193","cv",1,104.60402400092,-1.06411986173092,-4.09979993574633,-1.39772256064789,25,0.345031396504373,0.0165759913333854,0.247159213573096
"194","cv",2,104.139464544758,-1.00029623512086,-2.70048173407512,-1.56544114906813,25,0.367770478500807,0.0671731453510901,0.208995794533693
"195","cv",3,103.582356849779,-0.906581233804628,-3.11528955530222,-1.47754325170653,25,0.403902715270555,0.0443656589756574,0.228197624415595
"196","cv",4,104.729399470881,-0.983055607658426,-2.50578446275436,-1.57655174573438,25,0.374166045690982,0.0816115516450026,0.20668657869371
"197","cv",5,101.869720878377,-1.04068495313276,-3.20711879687198,-1.44629064886685,25,0.353212664961696,0.0404730565402283,0.235442007414748
"198","cv",6,102.22089258128,-0.791576873696207,-2.93430287501411,-1.39649626240544,25,0.453129703315546,0.0531677709716659,0.247462490398219
"199","cv",7,101.107425322496,-4.55819811684474,-3.45789667016107,-1.27146995945013,25,0.010480927345429,0.0314959387459972,0.280419113941226
"200","cv",8,104.225792081616,-0.963990420122351,-3.2398418128957,-1.46462968864793,25,0.381368026935727,0.0391700908121739,0.231163578126664
"201","cv",1,105.583349968201,3.10553915722173,4.99999826408425,3.05338698158718,26,22.3212503949194,148.41290147006,21.1869829560193
"202","cv",2,103.772527658247,-3.44042473996753,-2.10168107925984,-0.675393384872623,26,0.0320510690663457,0.122250742226907,0.508956165565118
